,id,title,author_info,rating,pros,cons,Date,Location,Status
887,887,Great,"Apr 11, 2022 - Senior Associate in Chennai",5,fun to work with amazon.,no cons at all to work,"Apr 11, 2022 ",Chennai, Senior Associate
888,888,Very good work culture,"Apr 11, 2022 - Quality Specialist in Hyderābād",5,Ample opportunities for growth and to switch roles,Growth can be slow in big teams.,"Apr 11, 2022 ",Hyderābād, Quality Specialist
889,889,Amazon is a great place to learn,"Apr 12, 2022 - Senior Program Manager in Bangalore",5,"Amazon works very differently than any of the previous organizations I have worked for. The 16 Amazon Leadership Principles get applied in every meeting, and every decision. This organization walks the talk.","The size of Amazon means for every step, there are multiple teams and stakeholders to work with. Sometimes, it can slow you down.","Apr 12, 2022 ",Bangalore, Senior Program Manager
890,890,Nothing,"Apr 12, 2022 - in Bangalore",5,"work culture, opportunities, work life balance",Frequent shuffling across different process,"Apr 12, 2022 ",Bangalore,
891,891,good,"Apr 12, 2022 - Machine Learning Data Associate I in Hyderābād",5,wonderful place to work easy yet interesting job,"I did not find any specific cons, I worked with wonderful team.","Apr 12, 2022 ",Hyderābād, Machine Learning Data Associate I
892,892,Great place to #learnandbecurious,"Apr 12, 2022 - Senior Solutions Architect in Mumbai",5,1) Great place to Learn and Hone your tech skills 2) Rewards learning and personal skill development 3) Broad Tech spectrum to work with 4) Great place for geeks 5) Great salary,1) Can be overwhelming 2) Has a peculiar culture that takes time to inculcate,"Apr 12, 2022 ",Mumbai, Senior Solutions Architect
893,893,Good for starting up,"Apr 25, 2022 - Project Manager in Bangalore",4,Scale of operations is unmatched,Sometimes clarity is not available for team on ground,"Apr 25, 2022 ",Bangalore, Project Manager
894,894,Nice,"Apr 26, 2022 - L-3 Risk Investigator in Hyderābād",4,"Nice management, good place and people to work with","Hands on every process, working hours and salary","Apr 26, 2022 ",None, L
895,895,Nice,"Apr 26, 2022 - Cloud Support Engineer in Hyderābād",4,Good Environment And Good Team,High Work pressure and This varies on job role,"Apr 26, 2022 ",Hyderābād, Cloud Support Engineer
896,896,never join this specific team,"May 18, 2022 - ML Data Associate-1 in Hyderābād",1,no pros for working at this place,everything is a con in this team,"May 18, 2022 ",None, ML Data Associate
897,897,Poor Work Life Balance,"Apr 27, 2022 - Program Manager III in New Delhi",2,Supportive local team Decent Office infrastructure,Poor work life balance Seattle driven company - any issues / decisions to be resolved from Seattle team only in their business hours Accountability of work lies with you however dependency lies with Seattle team which affects outcome Yearly reducing monthly take home with no tax benefit structure in place,"Apr 27, 2022 ",New Delhi, Program Manager III
898,898,Apply for TRON only if you desperately searching for a Job.,"Apr 24, 2022 - Tron Associate in Bangalore",3,1. You get to work of one of the biggest companies in the world,1. 7+ long hour of sitting idle in front of laptop 2. No skills developed,"Apr 24, 2022 ",Bangalore, Tron Associate
899,899,Good,"Apr 26, 2022 - Amazon Associate in Bangalore",3,Benefits and good environment overall,Targets are a lot and tough,"Apr 26, 2022 ",Bangalore, Amazon Associate
900,900,Best place to work with,"Apr 11, 2022 - Ast Manager in Bangalore",5,Its an amazing experience to work with Amazon. You will find employees from various of places working on same goal.,"Sometimes you need to work beyond shifts (if the work pressure is more), but you will get paid OT for the same.","Apr 11, 2022 ",Bangalore, Ast Manager
901,901,associate,"Apr 11, 2022 - Associate in New Delhi",5,good to work and good pay,more working hours and stressful,"Apr 11, 2022 ",New Delhi, Associate
902,902,Great work environment,"Apr 11, 2022 - Customer Service Associate in Pune",5,"Good environment, good teams and managers",Must comfortable with night shifts,"Apr 11, 2022 ",Pune, Customer Service Associate
903,903,Dream company to work with,"Apr 11, 2022 - CSA - Customer Service Associate in Coimbatore",5,Amazon mainly focuses on the employee benefits. No targets and stress free,It is quite difficult to find cons.,"Apr 11, 2022 ",None, CSA 
904,904,Amazon Analyst,"Apr 11, 2022 - Analyst in Bangalore",5,It's amazing work culture !!,na! !!!! !! !! !! !!,"Apr 11, 2022 ",Bangalore, Analyst
905,905,Great,"Apr 11, 2022 - Programmer Analyst in Bangalore",5,Good experience working in amazon,As of now can’t think of any,"Apr 11, 2022 ",Bangalore, Programmer Analyst
906,906,Great Place to Work,"Apr 11, 2022 - Senior Product Compliance Associate in Bangalore",5,Good Culture Flexible work hours Good benefits and compensation plan for beginners,No cons as of now,"Apr 11, 2022 ",Bangalore, Senior Product Compliance Associate
907,907,Steep learning curve,"Apr 11, 2022 - Software Development Engineer (SDE1) in Bangalore",5,Technically you grow a lot. Good pay,Work life balance a bit tilted towards work,"Apr 11, 2022 ",Bangalore, Software Development Engineer (SDE1)
908,908,Culture and Work,"Apr 11, 2022 - Sales Associate in Bangalore",5,"Very motivating & helpful culture, ownership is always motivated","No Cons if you keep working, just enjoy your work","Apr 11, 2022 ",Bangalore, Sales Associate
909,909,Great Onboarding Experience,"Apr 25, 2022 - Consultant in Bangalore",4,"1. Joined as a consultant in AWS Recently , I liked the INterview process and it was very peculiar 2. Great Onboarding Experience despite being joined virtually and great support from my Manager and Onboarding Buddy 3. Great chance to work with one of the brightest minds across the world on different technologies",Nothing As of now As I have just started and everything was great for me till now,"Apr 25, 2022 ",Bangalore, Consultant
910,910,Great environment,"Apr 25, 2022 - Quality Manager I in Hyderābād",4,Good work culture and benefits..,Internal growth is less paid when compared to new hires,"Apr 25, 2022 ",Hyderābād, Quality Manager I
911,911,Best place to learn,"Apr 25, 2022 - Program Manager in Bangalore",4,High performing colleagues with Innovation mindest,Lots of dependency on other teams,"Apr 25, 2022 ",Bangalore, Program Manager
912,912,One of the best company,"Apr 25, 2022 - Senior Associate in Hyderābād",4,Lot of IJP opportunities to grow within the organization,Salary is quite less compared to other MNCs,"Apr 25, 2022 ",Hyderābād, Senior Associate
913,913,Good for data enthusiasts,"Apr 25, 2022 - Senior Research Scientist in Chennai",4,Enough challenges and opportunities in data roles,Lack of long term role clarity,"Apr 25, 2022 ",Chennai, Senior Research Scientist
914,914,good,"Apr 25, 2022 - Catalog Specialist I in Bangalore",4,"flexible shift hours less pressure, work life balance",not much growth in a longer run,"Apr 25, 2022 ",Bangalore, Catalog Specialist I
915,915,........................................................,"Apr 25, 2022 - AGS in Noida",4,Work from home option is there,Performance metrics are very unrealistic,"Apr 25, 2022 ",Noida, AGS
916,916,A learning and purpose driven environment,"Apr 25, 2022 - Solutions Architect in Bangalore",4,#NAME?,#NAME?,"Apr 25, 2022 ",Bangalore, Solutions Architect
917,917,no review,"Apr 26, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",2,no pros that i can think of,"no cons, just a job with no growth","Apr 26, 2022 ",Hyderābād, Transaction Risk Investigator (TRMS)
918,918,Awesome company,"Apr 10, 2022 - Investigator Specialist in Hyderābād",5,"Good work place , great diversity",No cons all good very nice place to work,"Apr 10, 2022 ",Hyderābād, Investigator Specialist
919,919,new sde,"Apr 10, 2022 - Software Developer in Bangalore",5,Great people and projects to work on,On call can be stressfull,"Apr 10, 2022 ",Bangalore, Software Developer
920,920,nice company,"Apr 10, 2022 - Anonymous Employee in Hyderābād",5,it has amazing working employueee,you can't choose your own projects,"Apr 10, 2022 ",Hyderābād, Anonymous Employee
921,921,Great Place to work to grow your career,"Apr 24, 2022 - Team Lead in Chennai",4,Best in for new comers to E-commerce place.,Not found yet as it is just the start.,"Apr 24, 2022 ",Chennai, Team Lead
922,922,Nice company,"Apr 24, 2022 - Tester - QAT in Bangalore",4,Cool work culture Nice salary and hikes quarterly promotions Job security,Nothing as such. You have to have good networking skills. There are lot of forums,"Apr 24, 2022 ",None, Tester 
923,923,Good Place to work and Explore,"Apr 24, 2022 - Quality Assurance Technician in Chennai",4,1. Good work environment and culture 2. Welcoming Manager and Team members 3.Employee benefits 4. Customer centric 5. Hard work pays off,1. No standard working hours we have to work whenever requested but they won't ask you but they expect it,"Apr 24, 2022 ",Chennai, Quality Assurance Technician
924,924,Amazon values its employee,"Apr 21, 2022 - Senior Seller Support Associate in Bangalore",4,Its the best place to work with. You will never feel to be just an employee. Amazon thinks about its customers and its employees.,The tools that we work on are all internal tools. The experience in handling internal tools dont work outside Amazon,"Apr 21, 2022 ",Bangalore, Senior Seller Support Associate
925,925,Awesome work culture,"Apr 6, 2022 - Senior Associate Catalog in Chennai",5,Great team. Awesome Manager Will get a chance to learn new skills Good perks WFH opportunity,Work may be hectic at times but this is not the case always.,"Apr 6, 2022 ",Chennai, Senior Associate Catalog
926,926,Wonderful Company! Ocean of Opportunities!,"Apr 9, 2022 - Associate in Chennai",5,#NAME?,#NAME?,"Apr 9, 2022 ",Chennai, Associate
927,927,Average,"Apr 23, 2022 - Senior TPM in Hyderābād",2,"Learning, fast paced, brand name, salary, good facility in hyderabad","Politics, tribal knowledge that people do not share, tough to execute with the team structure where teams work on competing priorities, stack ranking system.","Apr 23, 2022 ",Hyderābād, Senior TPM
928,928,Nothing,"Apr 23, 2022 - Software Development Engineer (SDE) in New Delhi",4,"Food, allowences, Playground, Help from seniors, etc.","CTC, Stocks, NA, NA, NA","Apr 23, 2022 ",New Delhi, Software Development Engineer (SDE)
929,929,my experience,"Apr 5, 2022 - Sps Associate in Bangalore",5,"Great Salary Fun training session OT, Night allowances If you are doing great work they will give you benefits great working environment very min work preassure best place to work.",Nothing. Best place to work.,"Apr 5, 2022 ",Bangalore, Sps Associate
930,930,Good company to start your career,"Apr 7, 2022 - Associate, Quality Services in Chennai",5,Good work life balance friendly seniors,nothing to say everything is good,"Apr 7, 2022 ",Chennai," Associate, Quality Services"
931,931,Great place of work to learn as Freshers,"Apr 8, 2022 - Quality Analyst in Chennai",5,Friendly work environment Flexible diversity and inclusion lots of learning Opportunities will get to know how top handle larger scale of works,Salary compensation and bit slow growth path,"Apr 8, 2022 ",Chennai, Quality Analyst
932,932,Good,"Apr 8, 2022 - ERC Senior Associate in Khammam",5,Good Happy Enthusiastic Good place to get more learning opportunities,We have to overcome the problems and time as we go on,"Apr 8, 2022 ",Khammam, ERC Senior Associate
